,name,pp_percentage
635,heat-agents,0.0
636,heat-cfntools,0.0
637,heat-dashboard,0.0
638,heat-specs,0.0
639,heat-tempest-plugin,0.0
640,heat-templates,0.0
641,heat-translator,0.0
642,horizon,0.0
643,horizon-cisco-ui,0.0
644,i18n,0.0
645,i18n-specs,0.0
646,instack,0.0
647,instack-undercloud,0.0
648,installguide-cookiecutter,0.0
649,ironic,0.0
650,ironic-inspector,0.0
651,ironic-inspector-specs,0.0
652,ironic-lib,0.0
653,ironic-python-agent,0.0
654,ironic-python-agent-builder,0.0
655,ironic-specs,0.0
656,ironic-tempest-plugin,0.0
657,ironic-ui,0.0
658,ironic-webclient,0.0
659,js-openstack-lib,0.0
660,karbor,0.0
661,karbor-dashboard,0.0
662,karma-subunit-reporter,0.0
663,kayobe,0.0
664,kayobe-config,0.0
665,kayobe-config-dev,0.0
666,keystone,0.0
667,keystone-specs,0.0
668,keystone-tempest-plugin,0.0
669,keystoneauth,0.0
670,keystoneauth-saml2,0.0
671,keystonemiddleware,0.0
672,kolla,0.0
673,kolla-ansible,0.0
674,kolla-cli,0.0
675,kolla-kubernetes,0.0
676,kuryr,0.0
677,kuryr-kubernetes,0.0
678,kuryr-libnetwork,0.0
679,kuryr-tempest-plugin,0.0
680,ldappool,0.0
681,liberasurecode,0.0
682,loci,0.0
683,magnetodb,0.0
684,magnetodb-specs,0.0
685,magnum,0.0
686,magnum-specs,0.0
687,magnum-tempest-plugin,0.0
688,magnum-ui,0.0
689,manila,0.0
690,manila-image-elements,0.0
691,manila-specs,0.0
692,manila-tempest-plugin,0.0
693,manila-test-image,0.0
694,manila-ui,0.0
695,masakari,0.0
696,masakari-dashboard,0.0
697,masakari-monitors,0.0
698,masakari-specs,0.0
699,metalsmith,0.0
700,microversion-parse,0.0
701,mistral,0.0
702,mistral-dashboard,0.0
703,mistral-extra,0.0
704,mistral-lib,0.0
705,mistral-specs,0.0
706,mistral-tempest-plugin,0.0
707,molteniron,0.0
708,monasca-agent,0.0
709,monasca-analytics,0.0
710,monasca-api,0.0
711,monasca-ceilometer,0.0
712,monasca-common,0.0
713,monasca-events-api,0.0
714,monasca-grafana-datasource,0.0
715,monasca-kibana-plugin,0.0
716,monasca-log-api,0.0
717,monasca-notification,0.0
718,monasca-persister,0.0
719,monasca-specs,0.0
720,monasca-statsd,0.0
721,monasca-tempest-plugin,0.0
722,monasca-thresh,0.0
723,monasca-transform,0.0
724,monasca-ui,0.0
725,mox3,0.0
726,murano,0.0
727,murano-agent,0.0
728,murano-apps,0.0
729,murano-dashboard,0.0
730,murano-deployment,0.0
731,murano-pkg-check,0.0
732,murano-specs,0.0
733,murano-tempest-plugin,0.0
734,networking-bagpipe,0.0
735,networking-baremetal,0.0
736,networking-bgpvpn,0.0
737,networking-calico,0.0
738,networking-generic-switch,0.0
739,networking-generic-switch-tempest-plugin,0.0
740,networking-hyperv,0.0
741,networking-l2gw,0.0
742,networking-l2gw-tempest-plugin,0.0
743,networking-midonet,0.0
744,networking-odl,0.0
745,networking-ofagent,0.0
746,networking-onos,0.0
747,networking-ovn,0.0
748,networking-powervm,0.0
749,networking-sfc,0.0
750,neutron,0.0
751,neutron-dynamic-routing,0.0
752,neutron-fwaas,0.0
753,neutron-fwaas-dashboard,0.0
754,neutron-interconnection,0.0
755,neutron-lbaas,0.0
756,neutron-lbaas-dashboard,0.0
757,neutron-lib,0.0
758,neutron-specs,0.0
759,neutron-tempest-plugin,0.0
760,neutron-vpnaas,0.0
761,neutron-vpnaas-dashboard,0.0
762,nova,0.0
763,nova-powervm,0.0
764,nova-specs,0.0
765,octavia,0.0
766,octavia-dashboard,0.0
767,octavia-lib,0.0
768,octavia-tempest-plugin,0.0
769,openstack,0.0
770,openstack-ansible,0.0
771,openstack-ansible-apt_package_pinning,0.0
772,openstack-ansible-ceph_client,0.0
773,openstack-ansible-galera_client,0.0
774,openstack-ansible-galera_server,0.0
775,openstack-ansible-haproxy_server,0.0
776,openstack-ansible-lxc_container_create,0.0
777,openstack-ansible-lxc_hosts,0.0
778,openstack-ansible-memcached_server,0.0
779,openstack-ansible-nspawn_container_create,0.0
780,openstack-ansible-nspawn_hosts,0.0
781,openstack-ansible-openstack_hosts,0.0
782,openstack-ansible-openstack_openrc,0.0
783,openstack-ansible-ops,0.0
784,openstack-ansible-os_almanach,0.0
785,openstack-ansible-os_aodh,0.0
786,openstack-ansible-os_barbican,0.0
787,openstack-ansible-os_blazar,0.0
788,openstack-ansible-os_ceilometer,0.0
789,openstack-ansible-os_cinder,0.0
790,openstack-ansible-os_cloudkitty,0.0
791,openstack-ansible-os_congress,0.0
792,openstack-ansible-os_designate,0.0
793,openstack-ansible-os_freezer,0.0
794,openstack-ansible-os_glance,0.0
795,openstack-ansible-os_gnocchi,0.0
796,openstack-ansible-os_heat,0.0
797,openstack-ansible-os_horizon,0.0
798,openstack-ansible-os_ironic,0.0
799,openstack-ansible-os_karbor,0.0
800,openstack-ansible-os_keystone,0.0
801,openstack-ansible-os_magnum,0.0
802,openstack-ansible-os_manila,0.0
803,openstack-ansible-os_masakari,0.0
804,openstack-ansible-os_mistral,0.0
805,openstack-ansible-os_molteniron,0.0
806,openstack-ansible-os_monasca,0.0
807,openstack-ansible-os_monasca-agent,0.0
808,openstack-ansible-os_monasca-ui,0.0
809,openstack-ansible-os_neutron,0.0
810,openstack-ansible-os_nova,0.0
811,openstack-ansible-os_octavia,0.0
812,openstack-ansible-os_panko,0.0
813,openstack-ansible-os_placement,0.0
814,openstack-ansible-os_rally,0.0
815,openstack-ansible-os_sahara,0.0
816,openstack-ansible-os_searchlight,0.0
817,openstack-ansible-os_swift,0.0
818,openstack-ansible-os_tacker,0.0
819,openstack-ansible-os_tempest,0.0
820,openstack-ansible-os_trove,0.0
821,openstack-ansible-os_watcher,0.0
822,openstack-ansible-os_zaqar,0.0
823,openstack-ansible-os_zun,0.0
824,openstack-ansible-pip_install,0.0
825,openstack-ansible-pip_lock_down,0.0
826,openstack-ansible-plugins,0.0
827,openstack-ansible-rabbitmq_server,0.0
828,openstack-ansible-repo_build,0.0
829,openstack-ansible-repo_server,0.0
830,openstack-ansible-rsyslog_client,0.0
831,openstack-ansible-rsyslog_server,0.0
832,openstack-ansible-security,0.0
833,openstack-ansible-specs,0.0
834,openstack-ansible-tests,0.0
835,openstack-chef,0.0
836,openstack-chef-repo,0.0
837,openstack-chef-specs,0.0
838,openstack-doc-tools,0.0
839,openstack-health,0.0
840,openstack-helm,0.0
841,openstack-helm-addons,0.0
842,openstack-helm-docs,0.0
843,openstack-helm-images,0.0
844,openstack-helm-infra,0.0
845,openstack-manuals,0.0
846,openstack-planet,0.0
847,openstack-salt,0.0
848,openstack-salt-specs,0.0
849,openstack-specs,0.0
850,openstack-ux,0.0
851,openstack-virtual-baremetal,0.0
852,openstackclient,0.0
853,openstackdocstheme,0.0
854,openstacksdk,0.0
855,operations-guide,0.0
856,ops-tags-team,0.0
857,os-acc,0.0
858,os-api-ref,0.0
859,os-apply-config,0.0
860,os-brick,0.0
861,os-client-config,0.0
862,os-cloud-config,0.0
863,os-collect-config,0.0
864,os-ken,0.0
865,os-net-config,0.0
866,os-performance-tools,0.0
867,os-refresh-config,0.0
868,os-resource-classes,0.0
869,os-service-types,0.0
870,os-testr,0.0
871,os-traits,0.0
872,os-vif,0.0
873,os-win,0.0
874,osc-lib,0.0
875,osc-placement,0.0
876,oslo-incubator,0.0
877,oslo-specs,0.0
878,oslo.cache,0.0
879,oslo.concurrency,0.0
880,oslo.config,0.0
881,oslo.context,0.0
882,oslo.db,0.0
883,oslo.i18n,0.0
884,oslo.limit,0.0
885,oslo.log,0.0
886,oslo.messaging,0.0
887,oslo.middleware,0.0
888,oslo.policy,0.0
889,oslo.privsep,0.0
890,oslo.reports,0.0
891,oslo.rootwrap,0.0
892,oslo.serialization,0.0
893,oslo.service,0.0
894,oslo.tools,0.0
895,oslo.upgradecheck,0.0
896,oslo.utils,0.0
897,oslo.versionedobjects,0.0
898,oslo.vmware,0.0
899,oslosphinx,0.0
900,oslotest,0.0
901,osprofiler,0.0
902,ossa,0.0
903,oswin-tempest-plugin,0.0
904,ovsdbapp,0.0
905,panko,0.0
906,patrole,0.0
907,paunch,0.0
908,performance-docs,0.0
909,placement,0.0
910,project-navigator-data,0.0
911,project-team-guide,0.0
912,ptgbot,0.0
913,publiccloud-sig,0.0
914,puppet-aodh,0.43
915,puppet-barbican,0.38
916,puppet-ceilometer,0.42
917,puppet-ceph,0.42
918,puppet-cinder,0.48
919,puppet-cloudkitty,0.44
920,puppet-congress,0.0
921,puppet-crane,0.0
922,puppet-designate,0.4
923,puppet-ec2api,0.5
924,puppet-freezer,0.0
925,puppet-glance,0.38
926,puppet-glare,0.0
927,puppet-gnocchi,0.39
928,puppet-heat,0.48
929,puppet-horizon,0.17
930,puppet-ironic,0.46
931,puppet-keystone,0.31
932,puppet-magnum,0.43
933,puppet-manila,0.49
934,puppet-mistral,0.43
935,puppet-monasca,0.0
936,puppet-murano,0.38
937,puppet-neutron,0.35
938,puppet-nova,0.42
939,puppet-octavia,0.38
940,puppet-openstack-cookiecutter,0.39
941,puppet-openstack-guide,0.0
942,puppet-openstack-integration,0.76
943,puppet-openstack-specs,0.0
944,puppet-openstacklib,0.18
945,puppet-openstack_extras,0.15
946,puppet-openstack_spec_helper,0.0
947,puppet-oslo,0.45
948,puppet-ovn,0.37
949,puppet-pacemaker,0.42
950,puppet-panko,0.0
951,puppet-placement,0.43
952,puppet-qdr,0.22
953,puppet-rally,0.44
954,puppet-sahara,0.36
955,puppet-senlin,0.0
956,puppet-swift,0.32
957,puppet-tacker,0.42
958,puppet-tempest,0.44
959,puppet-tripleo,0.6
960,puppet-trove,0.41
961,puppet-vitrage,0.42
962,puppet-vswitch,0.17
963,puppet-watcher,0.47
964,puppet-zaqar,0.47
965,pycadf,0.0
966,pyeclib,0.0
967,pylockfile,0.0
968,pymod2pkg,0.0
969,python-adjutantclient,0.0
970,python-aodhclient,0.0
971,python-appcatalogclient,0.0
972,python-barbicanclient,0.0
973,python-blazarclient,0.0
974,python-brick-cinderclient-ext,0.0
975,python-ceilometerclient,0.0
976,python-cinderclient,0.0
977,python-cloudkittyclient,0.0
978,python-congressclient,0.0
979,python-cueclient,0.0
980,python-cyborgclient,0.0
981,python-designateclient,0.0
982,python-dracclient,0.0
983,python-freezerclient,0.0
984,python-fuelclient,0.0
985,python-glanceclient,0.0
986,python-gnocchiclient,0.0
987,python-heatclient,0.0
988,python-ironic-inspector-client,0.0
989,python-ironicclient,0.0
990,python-karborclient,0.0
991,python-keystoneclient,0.0
992,python-keystoneclient-kerberos,0.0
993,python-magnetodbclient,0.0
994,python-magnumclient,0.0
995,python-manilaclient,0.0
996,python-masakariclient,0.0
997,python-mistralclient,0.0
998,python-monascaclient,0.0
999,python-muranoclient,0.0
1000,python-neutron-pd-driver,0.0
1001,python-neutronclient,0.0
1002,python-novaclient,0.0
1003,python-octaviaclient,0.0
1004,python-openstackclient,0.0
1005,python-pankoclient,0.0
1006,python-qinlingclient,0.0
1007,python-saharaclient,0.0
1008,python-searchlightclient,0.0
1009,python-senlinclient,0.0
1010,python-solumclient,0.0
1011,python-swiftclient,0.0
1012,python-tackerclient,0.0
1013,python-tricircleclient,0.0
1014,python-tripleoclient,0.0
1015,python-troveclient,0.0
1016,python-vitrageclient,0.0
1017,python-watcherclient,0.0
1018,python-wsmanclient,0.0
1019,python-zaqarclient,0.0
1020,python-zunclient,0.0
1021,qa-specs,0.0
1022,qinling,0.0
1023,qinling-dashboard,0.0
1024,rally,0.0
1025,rally-openstack,0.0
1026,release-schedule-generator,0.0
1027,release-test,0.0
1028,releases,0.0
1029,renderspec,0.0
1030,reno,0.0
1031,requirements,0.0
1032,rpm-packaging,0.0
1033,rpm-packaging-tools,0.0
1034,rst2bash,0.0
1035,sahara,0.0
1036,sahara-dashboard,0.0
1037,sahara-extra,0.0
1038,sahara-image-elements,0.0
1039,sahara-plugin-ambari,0.0
1040,sahara-plugin-cdh,0.0
1041,sahara-plugin-mapr,0.0
1042,sahara-plugin-spark,0.0
1043,sahara-plugin-storm,0.0
1044,sahara-plugin-vanilla,0.0
1045,sahara-specs,0.0
1046,sahara-tests,0.0
1047,salt-formula-ceilometer,0.0
1048,salt-formula-cinder,0.0
1049,salt-formula-glance,0.0
1050,salt-formula-heat,0.0
1051,salt-formula-horizon,0.0
1052,salt-formula-keystone,0.0
1053,salt-formula-kubernetes,0.0
1054,salt-formula-midonet,0.0
1055,salt-formula-neutron,0.0
1056,salt-formula-nova,0.0
1057,salt-formula-opencontrail,0.0
1058,salt-formula-swift,0.0
1059,scientific-wg,0.0
1060,searchlight,0.0
1061,searchlight-specs,0.0
1062,searchlight-ui,0.0
1063,security-analysis,0.0
1064,security-doc,0.0
1065,security-specs,0.0
1066,self-healing-sig,0.0
1067,senlin,0.0
1068,senlin-dashboard,0.0
1069,senlin-tempest-plugin,0.0
1070,service-types-authority,0.0
1071,shotgun,0.0
1072,solum,0.0
1073,solum-dashboard,0.0
1074,solum-infra-guestagent,0.0
1075,solum-specs,0.0
1076,solum-tempest-plugin,0.0
1077,sphinx-feature-classification,0.0
1078,stackviz,0.0
1079,stevedore,0.0
1080,storlets,0.0
1081,sushy,0.0
1082,sushy-tools,0.0
1083,swift,0.0
1084,swift-bench,0.0
1085,swift-specs,0.0
1086,syntribos,0.0
1087,syntribos-openstack-templates,0.0
1088,syntribos-payloads,0.0
1089,tacker,0.0
1090,tacker-horizon,0.0
1091,tacker-specs,0.0
1092,tap-as-a-service,0.0
1093,taskflow,0.0
1094,telemetry-specs,0.0
1095,telemetry-tempest-plugin,0.0
1096,tempest,0.0
1097,tempest-horizon,0.0
1098,tempest-lib,0.0
1099,tempest-plugin-cookiecutter,0.0
1100,tempest-stress,0.0
1101,tempest-tripleo-ui,0.0
1102,tenks,0.0
1103,tooz,0.0
1104,tosca-parser,0.0
1105,training-guides,0.0
1106,training-labs,0.0
1107,tricircle,0.0
1108,tripleo-ansible,0.0
1109,tripleo-common,0.0
1110,tripleo-common-tempest-plugin,0.0
1111,tripleo-docs,0.0
1112,tripleo-ha-utils,0.0
1113,tripleo-heat-templates,0.0
1114,tripleo-image-elements,0.0
1115,tripleo-incubator,0.0
1116,tripleo-ipsec,0.0
1117,tripleo-puppet-elements,0.0
1118,tripleo-quickstart,0.0
1119,tripleo-quickstart-extras,0.0
1120,tripleo-repos,0.0
1121,tripleo-specs,0.0
1122,tripleo-ui,0.0
1123,tripleo-upgrade,0.0
1124,tripleo-validations,0.0
1125,trove,0.0
1126,trove-dashboard,0.0
1127,trove-integration,0.0
1128,trove-specs,0.0
1129,trove-tempest-plugin,0.0
1130,tuning-box,0.0
1131,uc-recognition,0.0
1132,ui-cookiecutter,0.0
1133,upstream-institute-virtual-environment,0.0
1134,virtualbmc,0.0
1135,vitrage,0.0
1136,vitrage-dashboard,0.0
1137,vitrage-specs,0.0
1138,vitrage-tempest-plugin,0.0
1139,watcher,0.0
1140,watcher-dashboard,0.0
1141,watcher-specs,0.0
1142,watcher-tempest-plugin,0.0
1143,whereto,0.0
1144,workload-ref-archs,0.0
1145,xstatic-angular,0.0
1146,xstatic-angular-bootstrap,0.0
1147,xstatic-angular-gettext,0.0
1148,xstatic-angular-lrdragndrop,0.0
1149,xstatic-angular-material,0.0
1150,xstatic-angular-notify,0.0
1151,xstatic-angular-smart-table,0.0
1152,xstatic-angular-ui-router,0.0
1153,xstatic-angular-uuid,0.0
1154,xstatic-angular-vis,0.0
1155,xstatic-bootstrap-datepicker,0.0
1156,xstatic-bootstrap-scss,0.0
1157,xstatic-bootswatch,0.0
1158,xstatic-d3,0.0
1159,xstatic-filesaver,0.0
1160,xstatic-font-awesome,0.0
1161,xstatic-hogan,0.0
1162,xstatic-jasmine,0.0
1163,xstatic-jquery-migrate,0.0
1164,xstatic-jquery.quicksearch,0.0
1165,xstatic-jquery.tablesorter,0.0
1166,xstatic-js-yaml,0.0
1167,xstatic-jsencrypt,0.0
1168,xstatic-json2yaml,0.0
1169,xstatic-magic-search,0.0
1170,xstatic-mdi,0.0
1171,xstatic-rickshaw,0.0
1172,xstatic-roboto-fontface,0.0
1173,xstatic-spin,0.0
1174,xstatic-vis,0.0
1175,yaql,0.0
1176,zaqar,0.0
1177,zaqar-specs,0.0
1178,zaqar-tempest-plugin,0.0
1179,zaqar-ui,0.0
1180,zun,0.0
1181,zun-tempest-plugin,0.0
1182,zun-ui,0.0
1183,auto-scaling-sig,0.0
1184,whitebox-tempest-plugin,0.0
1185,ansible-role-collect-logs,0.0
1186,charm-interface-pacemaker-remote,0.0
1187,charm-masakari,0.0
1188,charm-masakari-monitors,0.0
1189,charm-pacemaker-remote,0.0
1190,cyborg-tempest-plugin,0.0
1191,charm-interface-keystone-fid-service-provider,0.0
1192,charm-interface-websso-fid-service-provider,0.0
1193,charm-keystone-saml-mellon,0.0
1194,charm-octavia-diskimage-retrofit,0.0
1195,ironic-prometheus-exporter,0.0
1196,ansible-role-uwsgi,0.0
1197,openstack-ansible-os_murano,0.0
1198,charm-cinder-purestorage,0.0
1199,ansible-collections-openstack,0.0
1200,charm-interface-placement,0.0
1201,charm-placement,0.0
1202,charm-interface-mysql-innodb-cluster,0.0
1203,charm-interface-mysql-router,0.0
1204,charm-mysql-innodb-cluster,0.0
1205,charm-mysql-router,0.0
1206,charm-neutron-api-plugin-ovn,0.0
1207,barbican-ui,0.0
1208,charm-manila-ganesha,0.0
1209,ansible-plugin-container-connection,0.0
1210,charm-cinder-backup-swift-proxy,0.0
1211,charm-interface-cinder-backup,0.0
1212,sushy-oem-idrac,0.0
1213,ovn-octavia-provider,0.0
1214,tripleo-operator-ansible,0.0
1215,sushy-cli,0.0
1216,charm-watcher,0.0
1217,ideas,0.0
1218,multi-arch-sig,0.0
1219,charm-interface-keystone-notifications,0.0
1220,charm-watcher-dashboard,0.0
1221,validations-common,0.0
1222,validations-libs,0.0
1223,devstack-plugin-open-cas,0.0
1224,infra-manual,0.0
1225,openstack-tempest-skiplist,0.0
1226,xstatic-dagre,0.0
1227,xstatic-dagre-d3,0.0
1228,xstatic-graphlib,0.0
1229,xstatic-lodash,0.0
1230,xstatic-moment,0.0
1231,xstatic-moment-timezone,0.0
1232,charm-trilio-data-mover,0.0
1233,charm-trilio-dm-api,0.0
1234,charm-trilio-horizon-plugin,0.0
1235,charm-trilio-wlm,0.0
1236,ansible-role-lunasa-hsm,0.0
1237,oslo.metrics,0.0
1238,openstack-ansible-os_adjutant,0.0
1239,charm-neutron-api-plugin-arista,0.0
1240,charm-keystone-kerberos,0.0
1241,charm-ceph-iscsi,0.0
1242,charm-ops-interface-ceph-client,0.0
1243,charm-ops-interface-tls-certificates,0.0
1244,charm-ops-openstack,0.0
1245,etcd3gw,0.0
1246,openstack-ansible-os_senlin,0.0
1247,openstack-helm-deployments,0.0
1248,osops,0.0
1249,charm-interface-ironic-api,0.0
1250,charm-ironic-api,0.0
1251,charm-ironic-conductor,0.0
1252,charm-neutron-api-plugin-ironic,0.0
1253,venus,0.0
1254,python-venusclient,0.0
1255,venus-specs,0.0
1256,venus-tempest-plugin,0.0
1257,charm-interface-magpie,0.0
1258,charm-magpie,0.0
1259,glance-tempest-plugin,0.0
1260,rbd-iscsi-client,0.0
1261,ansible-role-pki,0.0
1262,venus-dashboard,0.0
1263,tripleo-ci-health-queries,0.0
1264,charm-magnum,0.0
1265,charm-magnum-dashboard,0.0
1266,charm-manila-netapp,0.0
1267,charm-manila-dashboard,0.0
1268,meta-config,0.0
1269,skyline-apiserver,0.0
1270,skyline-console,0.0
1271,charm-ceph-dashboard,0.0
1272,ansible-role-vault,0.0
1273,charm-cinder-lvm,0.0
1274,charm-openstack-loadbalancer,0.0
1275,charm-ops-interface-ceph-iscsi-admin-access,0.0
1276,charm-ops-interface-openstack-loadbalancer,0.0
1277,charm-cinder-netapp,0.0
1278,ci-log-processing,0.0
1279,ansible-role-proxysql,0.0
1280,ansible-collection-kolla,0.0
1281,charm-nova-compute-nvidia-vgpu,0.0
1282,charm-cinder-solidfire,0.0
1283,charm-cinder-nimblestorage,0.0
1284,charm-ceph-nfs,0.0
1285,charm-cinder-three-par,0.0
1286,large-scale,0.0
1287,charm-cinder-ibm-storwize-svc,0.0
1288,charm-cinder-dell-emc-powerstore,0.0
1289,charm-cinder-ceph-k8s,0.0
1290,charm-cinder-k8s,0.0
1291,charm-glance-k8s,0.0
1292,charm-horizon-k8s,0.0
1293,charm-keystone-k8s,0.0
1294,charm-neutron-k8s,0.0
1295,charm-nova-k8s,0.0
1296,charm-ops-sunbeam,0.0
1297,charm-placement-k8s,0.0
1298,charm-keystone-openidc,0.0
1299,charm-zuul-jobs,0.0
1300,ansible-role-zookeeper,0.0
1301,charm-cinder-infinidat,0.0
1302,charm-infinidat-tools,0.0
1303,charm-manila-infinidat,0.0
1304,openstack-ansible-os_skyline,0.0
